gender,age,salary,numberOfMonths,city,numberOfActiveDependants,numberOfJobsChanged,avgDuration,status
M,47,45000,235,Jeddeh,0,12,19.5833333333333,0
M,44,41462.5,222,Dhahran,0,2,111,0
M,46,20895.93,277,Alahsa,0,6,46.1666666666667,0
M,49,18380,294,Buraydah,0,5,58.8,0
M,41,3000,261,Alahsa,0,4,65.25,0
M,56,17112.5,365,Dhahran,0,2,182.5,0
M,43,31406,294,Dhahran,0,3,98,0
M,51,7880.8,281,Taif,0,3,93.6666666666667,0
M,47,4000,207,Jeddeh,0,9,23,0
M,59,3050,67,Riyadh,0,2,33.5,0
M,61,29431,413,Jeddeh,0,4,103.25,0
M,44,6331,242,Dammam,0,7,34.5714285714286,0
M,42,8750,203,Dammam,0,11,18.4545454545455,0
M,65,3000,31,Taif,0,2,15.5,0
M,55,22875,344,Riyadh,0,2,172,0
M,43,6000,99,Riyadh,0,6,16.5,0
F,49,11600,183,Jeddeh,0,3,61,0
M,46,5500,175,Alqateef,0,7,25,0
M,50,17315,321,Riyadh,0,5,64.2,0
M,43,4248.75,112,Jeddeh,0,5,22.4,0
M,51,61565,301,Aljoubail,0,3,100.333333333333,0
M,48,11682.83,284,Dammam,0,4,71,0
M,60,3000,124,Riyadh,0,4,31,0
M,51,15866.67,332,Dammam,0,7,47.4285714285714,0
M,46,17372.5,314,Alqateef,0,3,104.666666666667,0
M,53,1500,272,Dammam,0,3,90.6666666666667,0
M,50,5000,231,Jeddeh,0,7,33,0
M,41,5750,265,Dammam,0,7,37.8571428571429,0
M,67,14437.5,154,Aljoubail,3,7,22,0
M,46,56250,264,Dhahran,0,4,66,0
M,49,31181,326,Riyadh,0,3,108.666666666667,0
M,51,104111,304,Riyadh,0,7,43.4285714285714,0
M,48,10369.33,264,Riyadh,0,4,66,0
M,51,32450,334,Jeddeh,0,2,167,0
M,56,19862.5,398,Jeddeh,0,3,132.666666666667,0
M,59,37520,357,Jeddeh,3,8,44.625,0
M,59,3000,321,Dhahran,0,5,64.2,0
M,42,3750,171,Khobar,0,7,24.4285714285714,0
M,52,8335,351,Riyadh,0,3,117,0
M,48,16013.93,284,Jeddeh,0,5,56.8,0
M,42,8750,69,Madinah Almonwarah,0,8,8.625,0
M,47,11720.28,300,Riyadh,0,7,42.8571428571429,0
M,64,1500,136,Jeddeh,0,8,17,0
M,48,5600,251,Dammam,0,11,22.8181818181818,0
M,56,9106,420,Dammam,0,3,140,0
M,49,37500,255,Riyadh,0,7,36.4285714285714,0
M,56,9783,378,Madinah Almonwarah,6,5,75.6,0
M,44,4000,255,Dammam,0,5,51,0
M,58,49500,402,Riyadh,0,6,67,0
M,52,18818.75,378,Khamais Moshait,0,4,94.5,0
M,58,28659.17,358,Jeddeh,3,9,39.7777777777778,0
M,47,8171,275,Riyadh,0,7,39.2857142857143,0
M,48,25225,218,Dhahran,0,2,109,0
M,50,5400,239,Makkah,0,6,39.8333333333333,0
M,54,36312.5,410,Dhahran,0,2,205,0
M,43,3000,171,Aljoubail,0,7,24.4285714285714,0
M,52,5000,287,Riyadh,0,5,57.4,0
M,47,26012.5,301,Rabegh,0,3,100.333333333333,0
M,62,4400,134,Makkah,0,2,67,0
M,46,32375,316,Dhahran,0,4,79,0
M,49,25000,324,Jeddeh,0,3,108,0
M,48,37500,261,Jeddeh,0,8,32.625,0
M,44,4500,196,Tarot,0,5,39.2,0
M,52,3250,191,Riyadh,0,7,27.2857142857143,0
M,58,6000,284,Jeddeh,0,6,47.3333333333333,0
M,54,5333,283,Jeddeh,0,4,70.75,0
M,49,36329,312,Riyadh,0,3,104,0
M,57,4500,404,Dammam,0,3,134.666666666667,0
M,60,9102.5,125,Riyadh,0,5,25,0
M,46,10063,284,Dammam,0,4,71,0
M,56,6504,260,Sayhat,0,8,32.5,0
M,48,8295,257,Jeddeh,0,2,128.5,0
M,48,3000,74,Jeddeh,0,6,12.3333333333333,0
M,49,8123.5,250,Riyadh,0,5,50,0
M,50,18000,198,Jeddeh,0,6,33,0
M,59,28125,456,Jeddeh,0,3,152,0
M,41,1500,131,Aljmom,0,10,13.1,0
M,49,8508.5,305,Riyadh,0,6,50.8333333333333,0
M,48,26791.25,282,Dhahran,0,4,70.5,0
M,53,4950,327,Alqateef,0,8,40.875,0
M,52,16907,256,Riyadh,0,2,128,0
M,64,4150,387,Jeddeh,2,6,64.5,0
M,68,3000,51,Khobar,0,4,12.75,0
M,43,15735,274,Dammam,0,2,137,0
M,57,12036,415,Dammam,0,2,207.5,0
M,50,4530,150,Jeddeh,0,5,30,0
M,49,45000,121,Jeddeh,0,0,0,0
M,46,10975,264,Jeddeh,0,3,88,0
M,56,6269,325,Jeddeh,0,5,65,0
M,58,8580,352,Jeddeh,0,5,70.4,0
M,47,12368.11,213,Kharj,0,3,71,0
M,57,1500,300,Jeddeh,0,10,30,0
M,65,5000,379,Dammam,0,4,94.75,0
M,56,6025,213,Alahsa,0,3,71,0
M,59,31004.17,95,Jeddeh,0,4,23.75,0
M,49,3000,86,Alahsa,0,5,17.2,0
M,47,6994,252,Khobar,0,4,63,0
M,45,14131.19,258,Aljoubail,0,7,36.8571428571429,0
M,49,45000,167,Jeddeh,0,7,23.8571428571429,0
M,59,21275,415,Dhahran,0,2,207.5,0
M,51,6000,263,Alqateef,0,10,26.3,0
M,46,16593.75,271,Buraydah,0,6,45.1666666666667,0
M,51,2737,93,Dammam,0,4,23.25,0
M,49,3500,203,Jeddeh,0,3,67.6666666666667,0
M,67,6638,235,Riyadh,0,8,29.375,0
F,51,19300,265,Jeddeh,0,5,53,0
M,55,3750,97,Jeddeh,0,5,19.4,0
M,57,22338,351,Riyadh,0,4,87.75,0
F,57,3090,144,Riyadh,0,2,72,0
M,47,27487.5,264,Dhahran,0,4,66,0
M,68,3000,67,Riyadh,0,5,13.4,0
M,60,14695,367,Jeddeh,0,5,73.4,0
M,48,38537.5,280,Yanba a,0,3,93.3333333333333,0
M,61,15456,368,Aljoubail,0,3,122.666666666667,0
M,47,31731,324,Dhahran,0,4,81,0
M,49,11000,261,Alahsa,0,4,65.25,0
M,58,45777.08,356,Riyadh,0,4,89,0
M,51,8694,222,Dammam,0,6,37,0
M,52,2000,293,Riyadh,0,6,48.8333333333333,0
M,48,8426,272,Dammam,0,10,27.2,0
M,48,9685.67,306,Riyadh,0,2,153,0
M,50,11867.5,337,Dammam,0,3,112.333333333333,0
M,42,29281,263,Dhahran,0,4,65.75,0
M,48,16625,89,Thahran Aljanob,0,7,12.7142857142857,0
M,54,30660,294,Riyadh,0,5,58.8,0
M,48,13280,311,Dammam,0,4,77.75,0
F,49,15737.5,208,,0,3,69.3333333333333,0
M,69,3000,296,Khobar,3,6,49.3333333333333,0
M,44,14162.5,295,Dammam,0,4,73.75,0
M,53,7156,294,Jeddeh,0,3,98,0
M,48,45000,286,Dhahran,0,8,35.75,0
M,46,9679.69,299,Khamais Moshait,0,3,99.6666666666667,0
M,50,38675,362,Aljoubail,0,4,90.5,0
M,48,22566,312,Aljoubail,0,4,78,0
M,49,32375,267,Jeddeh,0,2,133.5,0
M,57,17133.67,372,Alahsa,0,6,62,0
M,45,7452.38,281,Jeddeh,0,7,40.1428571428571,0
M,50,6958,278,Jeddeh,0,4,69.5,0
M,44,4375,229,Jeddeh,0,8,28.625,0
M,67,8200,6,Riyadh,0,5,1.2,0
M,54,18675,410,Jeddeh,0,9,45.5555555555556,0
M,59,3850,337,Jeddeh,0,5,67.4,0
M,47,14950,262,Aljoubail,0,11,23.8181818181818,0
M,41,23141.22,207,Jeddeh,0,6,34.5,0
M,44,20556,274,Dhahran,0,3,91.3333333333333,0
M,46,9671.25,283,Riyadh,0,5,56.6,0
M,52,7500,285,Khobar,0,11,25.9090909090909,0
M,55,30035.5,301,Dammam,0,5,60.2,0
M,56,34693.75,452,Jeddeh,0,2,226,0
M,60,3300,85,Riyadh,0,5,17,0
M,49,3000,205,Riyadh,0,4,51.25,0
M,67,4175,394,Riyadh,0,5,78.8,0
M,59,5970,108,Dhahran,0,3,36,0
M,44,9129.29,257,Riyadh,0,7,36.7142857142857,0
M,49,13719.6,318,Riyadh,0,5,63.6,0
M,63,1500,107,Dammam,4,6,17.8333333333333,0
M,43,5200,145,Makkah,0,4,36.25,0
M,58,28898.33,365,Jeddeh,4,7,52.1428571428571,0
M,57,22534.17,390,Jeddeh,3,11,35.4545454545455,0
M,54,3880,57,Jeddeh,0,3,19,0
M,48,30820,275,Khobar,0,5,55,0
M,46,7841.66,244,Makkah,0,3,81.3333333333333,0
F,48,4400,106,Jeddeh,0,5,21.2,0
M,46,21991,318,Dammam,0,3,106,0
M,50,4300,145,Dammam,0,5,29,0
M,54,18497.5,396,Jeddeh,3,9,44,0
M,47,36087,351,Riyadh,0,7,50.1428571428571,0
M,49,19289,309,Jeddeh,0,3,103,0
M,70,10450,352,Jeddeh,0,4,88,0
M,48,11500,278,Dammam,0,5,55.6,0
M,47,25470.51,305,Abha,0,5,61,0
M,48,7288,312,Khobar,0,3,104,0
M,50,37469.5,304,Riyadh,0,4,76,0
M,51,18120,316,Jeddeh,0,4,79,0
M,51,1800,322,Dammam,0,8,40.25,0
M,47,10135,183,Riyadh,0,7,26.1428571428571,0
M,50,3000,104,Aljoubail,0,5,20.8,0
M,48,21943.75,278,Dhahran,0,2,139,0
M,57,24200,370,Jeddeh,0,8,46.25,0
M,46,18633.75,295,Dammam,0,4,73.75,0
M,42,5563,199,Khobar,0,3,66.3333333333333,0
M,48,18468.55,292,Riyadh,0,6,48.6666666666667,0
F,47,11250,242,Jeddeh,0,3,80.6666666666667,0
M,50,19773,329,Dammam,0,3,109.666666666667,0
M,59,18633.75,484,Riyadh,0,3,161.333333333333,0
M,45,18125,197,Jeddeh,0,11,17.9090909090909,0
M,59,22675,447,Abqeeq,0,3,149,0
M,61,3875,117,Taif,0,6,19.5,0
M,55,7500,168,Jeddeh,0,4,42,0
M,52,15976,281,Alqateef,0,3,93.6666666666667,0
M,50,11250,319,Jeddeh,0,6,53.1666666666667,0
M,59,3000,275,Madinah Almonwarah,0,8,34.375,0
M,58,1500,154,Khobar,0,7,22,0
M,57,4392,216,Dammam,0,11,19.6363636363636,0
M,52,27230,313,Jeddeh,0,3,104.333333333333,0
F,54,6740,362,Hail,0,2,181,0
M,43,24531,267,Dhahran,0,4,66.75,0
M,52,16690,342,Riyadh,0,4,85.5,0
M,45,14238.14,240,Khobar,0,7,34.2857142857143,0
M,48,51625,280,Dhahran,0,2,140,0
M,58,5200,359,Jeddeh,0,3,119.666666666667,0
M,46,5617.5,238,Madinah Almonwarah,0,6,39.6666666666667,0
M,42,20700,266,Aljoubail,0,5,53.2,0
M,48,26081,312,Dhahran,0,4,78,0
F,56,5870,336,Alahsa,0,3,112,0
M,50,5376,249,Khobar,0,5,49.8,0
M,50,12797.67,229,Yanba a,0,7,32.7142857142857,0
M,44,30893.75,286,Dhahran,0,3,95.3333333333333,0
M,43,6250,207,Dammam,0,7,29.5714285714286,0
M,46,4393,231,Jeddeh,0,6,38.5,0
M,47,3000,218,Khobar,0,6,36.3333333333333,0
M,42,3500,204,Alahsa,0,12,17,0
M,45,3750,251,Alahsa,0,12,20.9166666666667,0
M,48,12743.75,320,Dammam,0,4,80,0
M,60,13888,247,Yanba a,0,6,41.1666666666667,0
M,46,45000,285,Dammam,0,8,35.625,0
M,48,9852,270,Dammam,0,4,67.5,0
M,44,21933.33,260,Khobar,0,6,43.3333333333333,0
M,45,32962.5,312,Dhahran,0,4,78,0
M,52,4000,160,Jeddeh,0,14,11.4285714285714,0
M,48,37170,265,Dhahran,0,6,44.1666666666667,0
M,48,19000,317,Riyadh,0,5,63.4,0
M,51,49500,304,Riyadh,0,9,33.7777777777778,0
M,53,7150,319,Buraydah,0,2,159.5,0
M,50,5600,298,Dammam,0,7,42.5714285714286,0
M,49,12297.83,321,Riyadh,0,5,64.2,0
M,48,6482,268,Jeddeh,0,6,44.6666666666667,0
M,49,23493.75,335,Dhahran,0,7,47.8571428571429,0
M,53,18336.25,138,Jeddeh,0,3,46,0
M,53,3100,228,Alahsa,0,12,19,0
M,46,13781.25,211,Hail,0,2,105.5,0
M,62,5375,268,Buraydah,0,4,67,0
M,42,5625,265,Makkah,0,6,44.1666666666667,0
M,46,18910,323,Aljoubail,0,5,64.6,0
M,51,36312.5,370,Yanba a,0,3,123.333333333333,0
M,56,12506,335,Dhahran,0,2,167.5,0
M,49,20210,325,Aljoubail,0,4,81.25,0
M,51,26012.5,310,Riyadh,0,4,77.5,0
M,47,7600,275,Dammam,0,4,68.75,0
M,41,3000,199,Sayhat,0,11,18.0909090909091,0
F,48,5500,192,Jeddeh,0,5,38.4,0
M,45,16783,261,Dhahran,0,5,52.2,0
M,56,23850,419,Dammam,0,2,209.5,0
M,49,56250,284,Dhahran,0,4,71,0
M,57,20135,294,Tabuk,0,3,98,0
M,58,21462.5,445,Dhahran,0,3,148.333333333333,0
M,59,3000,109,Makkah,0,3,36.3333333333333,0
M,52,8045,353,Dammam,0,3,117.666666666667,0
M,47,3375,103,Jeddeh,0,3,34.3333333333333,0
M,49,31815,265,Khobar,0,4,66.25,0
M,59,23010,430,Jeddeh,0,2,215,0
M,47,3000,256,Riyadh,0,6,42.6666666666667,0
M,62,3000,172,Riyadh,0,3,57.3333333333333,0
M,47,11813,259,Jeddeh,0,4,64.75,0
M,44,1500,276,Jeddeh,0,5,55.2,0
M,54,18633.75,383,Dammam,0,4,95.75,0
M,52,18443.75,375,Dammam,0,3,125,0
M,52,36312.5,359,Alahsa,0,5,71.8,0
M,43,32130,77,Riyadh,0,6,12.8333333333333,0
M,55,2955,202,Riyadh,0,2,101,0
M,44,19250,252,Jeddeh,0,10,25.2,0
M,49,12927.9,265,Jeddeh,0,7,37.8571428571429,0
M,47,21561,285,Aljoubail,0,5,57,0
M,42,16493.33,242,Aljoubail,0,6,40.3333333333333,0
M,52,6991.83,281,Jeddeh,0,5,56.2,0
M,60,20255,433,Riyadh,0,4,108.25,0
M,48,12095,253,Riyadh,0,9,28.1111111111111,0
M,57,20461.54,177,Jeddeh,0,5,35.4,0
M,61,3000,176,Makkah,0,3,58.6666666666667,0
M,50,3000,15,Riyadh,0,2,7.5,0
M,53,13688,237,Dammam,0,0,0,0
M,46,1250,3,Riyadh,0,1,3,0
M,58,8580,391,Buraydah,0,7,55.8571428571429,0
M,50,36312.5,348,Dhahran,0,4,87,0
M,49,53158.3,305,Riyadh,0,4,76.25,0
M,64,5665,234,Riyadh,0,2,117,0
M,42,3000,92,Tabuk,0,11,8.36363636363636,0
M,44,22700,282,Tabuk,0,5,56.4,0
M,71,29500,474,Tabuk,1,4,118.5,0
M,49,19107.5,331,Riyadh,0,6,55.1666666666667,0
M,49,50281,350,Dhahran,0,6,58.3333333333333,0
M,46,16613.75,285,Jeddeh,0,6,47.5,0
M,43,7310,113,Jeddeh,0,7,16.1428571428571,0
M,48,3000,199,Kharj,0,9,22.1111111111111,0
M,43,4500,205,Riyadh,0,13,15.7692307692308,0
M,50,1500,323,Riyadh,0,6,53.8333333333333,0
M,48,21584,262,Riyadh,0,2,131,0
F,49,10085,245,Jeddeh,0,4,61.25,0
M,51,10498,179,Dammam,0,4,44.75,0
M,50,12000,253,Khobar,0,5,50.6,0
M,46,12823.75,304,Khobar,0,5,60.8,0
M,65,7845,326,Hail,0,4,81.5,0
M,47,7975,303,Jeddeh,0,6,50.5,0
M,48,42616,291,Aljoubail,0,6,48.5,0
M,42,6425,201,Jeddeh,0,4,50.25,0
M,52,6750,354,Khobar,0,3,118,0
M,47,21284,287,Yanba a,0,2,143.5,0
M,59,47362.5,470,Alahsa,0,3,156.666666666667,0
M,45,5550,74,Dammam,0,7,10.5714285714286,0
M,42,30000,271,Dammam,0,9,30.1111111111111,0
M,54,3000,210,Makkah,0,6,35,0
M,50,7060,327,Dammam,0,3,109,0
M,50,31781,282,Dhahran,0,2,141,0
M,51,20504,347,Dhahran,0,4,86.75,0
M,55,22675,439,Dhahran,0,2,219.5,0
M,46,15204,127,Jeddeh,0,5,25.4,0
M,80,3000,91,Dammam,0,4,22.75,0
M,48,3725,9,Riyadh,0,2,4.5,0
M,56,13750,355,Riyadh,0,3,118.333333333333,0
M,45,4700,101,Dammam,0,13,7.76923076923077,0
M,47,38166,261,Aljoubail,0,2,130.5,0
M,49,34024,292,Aljoubail,0,3,97.3333333333333,0
M,72,3000,60,Buraydah,0,2,30,0
M,49,25531,327,Dhahran,0,2,163.5,0
M,47,8383,348,Khobar,0,4,87,0
M,50,33092.5,281,Riyadh,0,5,56.2,0
M,60,3000,246,Riyadh,0,9,27.3333333333333,0
M,59,3000,154,Riyadh,0,7,22,0
M,44,10480,280,Dammam,0,10,28,0
M,42,3000,201,Dammam,0,10,20.1,0
M,48,7397.5,255,Alahsa,0,4,63.75,0
M,56,5545,319,Dammam,0,5,63.8,0
M,65,3775,51,Riyadh,0,2,25.5,0
M,68,14000,342,Taif,0,4,85.5,0
M,50,31237.5,314,Dhahran,0,4,78.5,0
M,51,5000,132,Dammam,0,2,66,0
M,55,7318,330,Jeddeh,0,5,66,0
M,60,56250,421,Dhahran,0,2,210.5,0
M,45,4583.75,125,Dammam,0,7,17.8571428571429,0
M,45,23531,317,Dhahran,0,4,79.25,0
M,47,5000,122,Jeddeh,0,6,20.3333333333333,0
M,46,3000,249,Riyadh,0,7,35.5714285714286,0
M,85,3000,180,Dammam,3,5,36,0
M,43,20074,264,Khobar,0,3,88,0
M,64,45000,275,Jeddeh,0,8,34.375,0
M,56,50000,331,Jeddeh,3,6,55.1666666666667,0
M,44,8335,287,Buraydah,0,4,71.75,0
F,50,5778,250,Jeddeh,0,22,11.3636363636364,0
M,53,7600,303,Jeddeh,0,3,101,0
M,61,1500,106,Dammam,0,3,35.3333333333333,0
M,73,3000,73,Jeddeh,0,3,24.3333333333333,0
M,48,14886.49,260,Jeddeh,0,3,86.6666666666667,0
M,45,32667,259,Riyadh,0,5,51.8,0
M,48,18688,252,Riyadh,0,7,36,0
M,60,3000,136,Riyadh,0,5,27.2,0
M,63,4000,31,Makkah,0,2,15.5,0
M,66,9083,429,Dammam,3,7,61.2857142857143,0
M,48,3000,250,Aloyon,0,6,41.6666666666667,0
M,48,3100,53,Riyadh,0,2,26.5,0
M,48,9870,340,Dammam,0,8,42.5,0
M,48,7500,138,Jeddeh,0,4,34.5,0
M,47,27020,242,Jeddeh,0,6,40.3333333333333,0
M,51,35062.5,377,Dhahran,0,5,75.4,0
M,49,31181,337,Dhahran,0,2,168.5,0
M,58,28918.75,466,Dhahran,0,2,233,0
M,46,3750,211,Jeddeh,0,9,23.4444444444444,0
M,66,1000,353,Jeddeh,2,6,58.8333333333333,0
M,46,26838.1,265,Riyadh,0,6,44.1666666666667,0
M,46,11673,256,Jeddeh,0,8,32,0
M,56,20362.5,318,Riyadh,0,3,106,0
M,46,12932,251,Yanba a Alsyenayeah,0,5,50.2,0
M,73,11184,399,Aljoubail,1,6,66.5,0
M,53,3000,96,Riyadh,0,2,48,0
M,42,5977,232,Jeddeh,0,4,58,0
M,43,5125,124,Riyadh,0,13,9.53846153846154,0
M,49,17329,274,Khobar,0,3,91.3333333333333,0
M,48,21500,324,Dhahran,0,4,81,0
M,47,16522.5,319,Alqateef,0,4,79.75,0
M,47,5047,261,Khobar,0,8,32.625,0
M,46,3000,276,Jeddeh,0,6,46,0
M,42,4747,199,Jeddeh,0,4,49.75,0
F,38,3000,26,Riyadh,0,2,13,0
M,64,10000,249,Jeddeh,2,15,16.6,0
M,52,18759.28,356,Tabuk,0,5,71.2,0
M,45,14000,278,Khobar,0,2,139,0
M,47,4865,269,Safwa,0,0,0,0
M,49,15000,226,Alqateef,0,10,22.6,0
M,51,3000,249,Jeddeh,0,10,24.9,0
M,54,10071.25,419,Jeddeh,0,7,59.8571428571429,0
M,52,20250,328,Dammam,0,4,82,0
M,63,3000,53,Abha,0,2,26.5,0
M,46,21165,286,Jeddeh,0,2,143,0
M,50,40631,350,Dhahran,0,6,58.3333333333333,0
F,53,3000,173,Khobar,0,6,28.8333333333333,0
M,55,17209.5,363,Jeddeh,0,4,90.75,0
M,41,14437,264,Khobar,0,3,88,0
M,47,27663,277,Aljoubail,0,4,69.25,0
M,62,10050,418,Buraydah,0,4,104.5,0
M,44,2750,122,Tabuk,0,8,15.25,0
M,47,6500,287,Tabuk,0,6,47.8333333333333,0
M,58,1650,53,Riyadh,0,3,17.6666666666667,0
M,50,1500,143,Riyadh,0,10,14.3,0
M,48,3571,234,Jeddeh,0,8,29.25,0
M,52,45000,352,Riyadh,0,4,88,0
M,53,10450,301,Riyadh,0,9,33.4444444444444,0
M,40,3000,115,Alahsa,0,8,14.375,0
M,57,18378,261,Jeddeh,0,3,87,0
M,46,30585,257,Dhahran,0,2,128.5,0
M,55,29218.75,316,Dhahran,0,5,63.2,0
M,55,97170,236,Riyadh,0,4,59,0
M,52,27755,317,Jeddeh,0,6,52.8333333333333,0
M,50,15339,305,Riyadh,0,2,152.5,0
M,61,14481.25,479,Jeddeh,0,3,159.666666666667,0
M,51,35651.25,305,Jeddeh,0,4,76.25,0
M,47,28868.75,327,Dhahran,0,4,81.75,0
M,53,13855,413,Khobar,0,3,137.666666666667,0
M,54,3000,81,Khobar,0,5,16.2,0
M,54,3300,247,Dhahran,0,10,24.7,0
M,51,22675,283,Dammam,0,5,56.6,0
M,45,31250,260,Dammam,0,9,28.8888888888889,0
M,48,17460,298,Jeddeh,0,3,99.3333333333333,0
M,56,30000,265,Makkah,0,6,44.1666666666667,0
M,56,3000,86,Tarot,0,7,12.2857142857143,0
M,50,19106.5,247,Riyadh,0,4,61.75,0
M,65,3000,105,Makkah,0,2,52.5,0
M,68,3000,425,Aljoubail,3,7,60.7142857142857,0
M,45,13031.01,291,Riyadh,0,5,58.2,0
M,48,13645,259,Khobar,0,4,64.75,0
M,55,10557,317,Riyadh,0,2,158.5,0
M,57,6330,453,Dammam,0,3,151,0
M,53,1000,333,Khobar,0,4,83.25,0
M,49,40981,281,Dhahran,0,3,93.6666666666667,0
F,48,5375,289,Alahsa,0,5,57.8,0
M,48,16000,279,Riyadh,0,2,139.5,0
M,57,20504,349,Riyadh,0,7,49.8571428571429,0
M,50,16045,353,Jeddeh,0,7,50.4285714285714,0
M,50,16965,300,Dammam,0,9,33.3333333333333,0
M,46,3750,238,Dammam,0,11,21.6363636363636,0
M,63,6865,261,Buraydah,0,10,26.1,0
M,60,13875,436,Jeddeh,0,8,54.5,0
M,53,14177.5,149,Jeddeh,0,2,74.5,0
M,49,4750,189,Khobar,0,5,37.8,0
M,52,3000,240,Jeddeh,0,9,26.6666666666667,0
M,46,3500,180,Riyadh,0,7,25.7142857142857,0
M,50,16962,306,Riyadh,0,2,153,0
M,62,8750,316,Dammam,2,4,79,0
M,59,22310,388,Khobar,0,6,64.6666666666667,0
M,48,3000,31,Jeddeh,0,2,15.5,0
M,60,45000,238,Khobar,0,3,79.3333333333333,0
F,59,3000,216,Jeddeh,0,10,21.6,0
M,54,20525,426,Riyadh,0,3,142,0
M,42,25350,266,Dammam,0,5,53.2,0
M,54,1996,106,Riyadh,0,14,7.57142857142857,0
M,49,24462.5,249,Riyadh,0,4,62.25,0
M,57,7229.95,273,Jeddeh,0,15,18.2,0
M,56,25491.67,307,Jeddeh,0,9,34.1111111111111,0
M,48,37021,279,Aljoubail,0,6,46.5,0
M,46,10000,280,Jeddeh,0,4,70,0
M,58,4831.53,130,Riyadh,0,9,14.4444444444444,0
M,47,36875,260,Aljoubail,0,3,86.6666666666667,0
M,50,8250,321,Aljoubail,0,5,64.2,0
M,50,40799.58,290,Dammam,0,5,58,0
M,46,20634.85,243,Dammam,0,6,40.5,0
F,54,38226.67,104,Jeddeh,0,8,13,0
M,44,8375,271,Khobar,0,6,45.1666666666667,0
M,44,3000,195,Riyadh,0,4,48.75,0
M,49,12069.17,292,Khobar,0,5,58.4,0
M,55,56250,425,Dhahran,0,2,212.5,0
M,50,22881,313,Dammam,0,5,62.6,0
M,48,29955,289,Aljoubail,0,2,144.5,0
M,50,10096.25,280,Riyadh,0,4,70,0
M,56,27062.5,365,Dhahran,0,4,91.25,0
M,50,24000,261,Jeddeh,0,5,52.2,0
M,47,27352,289,Yanba a,0,2,144.5,0
M,60,47362.5,391,Dhahran,0,5,78.2,0
M,43,5996.25,273,Khobar,0,4,68.25,0
F,53,5375,286,Aleeth,0,3,95.3333333333333,0
M,43,3625,274,Dammam,0,4,68.5,0
M,68,6000,235,Jeddeh,1,3,78.3333333333333,0
M,50,29405.83,111,Jeddeh,0,3,37,0
M,74,3000,318,Tarot,3,2,159,0
M,48,23596.31,264,Taif,0,5,52.8,0
M,57,14775,413,Jeddeh,0,3,137.666666666667,0
M,49,33028.33,296,Jeddeh,0,9,32.8888888888889,0
M,55,9260,29,Jeddeh,0,2,14.5,0
M,41,5000,257,Dammam,0,7,36.7142857142857,0
M,44,3000,99,Alahsa,0,7,14.1428571428571,0
M,47,14700,265,Dhahran,0,4,66.25,0
M,46,17483,289,Dammam,0,11,26.2727272727273,0
M,48,72651.25,282,Riyadh,0,3,94,0
M,46,56250,267,Khobar,0,5,53.4,0
M,47,7935,280,Abha,0,6,46.6666666666667,0
M,57,28287.79,307,Riyadh,0,10,30.7,0
M,46,15470,270,Jeddeh,0,6,45,0
M,44,3000,49,Dammam,0,3,16.3333333333333,0
M,47,17410,273,Khobar,0,5,54.6,0
M,48,20225,316,Dhahran,0,4,79,0
M,50,33068.75,348,Dhahran,0,4,87,0
M,47,7752.5,291,Riyadh,0,5,58.2,0
M,53,19785,291,Dammam,0,4,72.75,0
M,55,5566,362,Riyadh,0,6,60.3333333333333,0
M,55,36312.5,427,Dhahran,0,2,213.5,0
M,53,20150,362,Aljoubail,0,5,72.4,0
M,69,2333,292,Riyadh,0,6,48.6666666666667,0
F,56,35340.71,323,Jeddeh,0,4,80.75,0
M,45,3864,254,Dammam,0,5,50.8,0
M,68,10638.75,315,Taif,0,6,52.5,0
M,50,45052.5,190,Riyadh,0,6,31.6666666666667,0
F,56,19437.5,382,Khobar,0,5,76.4,0
M,49,31962.5,328,Dhahran,0,3,109.333333333333,0
M,49,8580,274,Dammam,0,3,91.3333333333333,0
M,48,6450,224,Aljoubail,0,8,28,0
M,49,16120.51,291,Jeddeh,0,6,48.5,0
M,49,12695,290,Khobar,0,3,96.6666666666667,0
M,55,36312.5,426,Dhahran,0,4,106.5,0
M,70,3000,33,Taif,0,3,11,0
M,42,17038,239,Riyadh,0,8,29.875,0
M,38,50000,255,Riyadh,0,8,31.875,0
M,55,3000,54,Hafer Albaten,0,4,13.5,0
M,54,28171.76,368,Riyadh,3,12,30.6666666666667,0
M,45,8090,273,Buraydah,0,5,54.6,0
M,45,24490,288,Dammam,0,8,36,0
M,49,5613,170,,0,6,28.3333333333333,0
M,69,10000,332,Jeddeh,1,4,83,0
M,48,23900,327,Dhahran,0,4,81.75,0
M,46,17500,279,Aljoubail,0,5,55.8,0
M,58,20340.83,383,Jeddeh,3,9,42.5555555555556,0
M,51,5384,203,Taif,0,7,29,0
M,60,25212.5,443,Dammam,0,3,147.666666666667,0
M,58,49500,388,Dhahran,0,8,48.5,0
M,46,17046.25,324,Aljoubail,0,5,64.8,0
M,50,32806,336,Dhahran,0,4,84,0
M,50,8580,259,Dammam,0,2,129.5,0
M,51,27862.5,351,Dhahran,0,4,87.75,0
M,46,22131,286,Yanba a,0,2,143,0
M,83,3500,218,Dammam,0,5,43.6,0
M,49,53212.5,291,Dhahran,0,4,72.75,0
M,52,36312.5,335,Dhahran,0,2,167.5,0
M,53,54687.5,267,Khobar,0,4,66.75,0
M,52,34344,291,Yanba a,0,4,72.75,0
M,48,81250,247,Riyadh,0,6,41.1666666666667,0
